,Delivered Date,Facility Name,Facility Type,Item Description,Product Source,Type,Units,QTY Per UOM,Total Amount,Cheat Sheet
6429,2020-04-02 00:00:00,Avenir Memory Care,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,N95,20.0,50.0,1000,COVID-19 Source
6434,2020-04-02 00:00:00,Avenir Memory Care,LTCF,"Masks, N95, Med/Large",SNS,N95,35.0,20.0,700,COVID-19 Source
6441,2020-04-02 00:00:00,Avenir Memory Care,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,17.0,30.0,510,COVID-19 Source
6442,2020-04-02 00:00:00,Avenir Memory Care,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,28.0,18.0,504,COVID-19 Source
6443,2020-04-02 00:00:00,Avenir Memory Care,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,2.0,100.0,200,COVID-19 Source
6444,2020-04-02 00:00:00,Avenir Memory Care,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,1.0,100.0,100,COVID-19 Source
6445,2020-04-02 00:00:00,Avenir Memory Care,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,1.0,100.0,100,COVID-19 Source
6447,2020-04-02 00:00:00,Avenir Memory Care,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,1.0,100.0,100,COVID-19 Source
6448,2020-04-02 00:00:00,Avenir Memory Care,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,1.0,100.0,100,COVID-19 Source
6450,2020-04-02 00:00:00,Avenir Memory Care,LTCF,"Gloves, non-latex (VINYL), Medium",SNS,Gloves,2.0,100.0,200,COVID-19 Source
6451,2020-04-02 00:00:00,Avenir Memory Care,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,2.0,100.0,200,COVID-19 Source
6452,2020-04-02 00:00:00,Avenir Memory Care,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,42.0,24.0,1008,COVID-19 Source
6460,2020-04-02 00:00:00,Avenir Memory Care,LTCF,S N95 Masks [N95-S],SNS,N95,15.0,20.0,300,COVID-19 Source
6466,2020-04-02 00:00:00,Express Urgent Care,Urgent Care,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,N95,53.0,50.0,2650,COVID-19 Source
6471,2020-04-02 00:00:00,Express Urgent Care,Urgent Care,"Masks, N95, Med/Large",SNS,N95,90.0,20.0,1800,COVID-19 Source
6477,2020-04-02 00:00:00,Express Urgent Care,Urgent Care,"Gown, Surgical, Sterile, Large",SNS,Gowns,3.0,30.0,90,COVID-19 Source
6478,2020-04-02 00:00:00,Express Urgent Care,Urgent Care,"Gown, Surgical, Sterile, XL",SNS,Gowns,2.0,30.0,60,COVID-19 Source
6479,2020-04-02 00:00:00,Express Urgent Care,Urgent Care,"Gown, Surgical, Sterile, XXL",SNS,Gowns,4.0,18.0,72,COVID-19 Source
6480,2020-04-02 00:00:00,Express Urgent Care,Urgent Care,"Gloves, (LATEX), Small",SNS,Gloves,1.0,100.0,100,COVID-19 Source
6481,2020-04-02 00:00:00,Express Urgent Care,Urgent Care,"Gloves, (LATEX), Medium",SNS,Gloves,1.0,100.0,100,COVID-19 Source
6482,2020-04-02 00:00:00,Express Urgent Care,Urgent Care,"Gloves, (LATEX), Large",SNS,Gloves,1.0,100.0,100,COVID-19 Source
6484,2020-04-02 00:00:00,Express Urgent Care,Urgent Care,"Gloves, (NITRILE), Medium",SNS,Gloves,1.0,100.0,100,COVID-19 Source
6485,2020-04-02 00:00:00,Express Urgent Care,Urgent Care,"Gloves, (NITRILE), Large",SNS,Gloves,2.0,100.0,200,COVID-19 Source
6487,2020-04-02 00:00:00,Express Urgent Care,Urgent Care,"Gloves, non-latex (VINYL), Medium",SNS,Gloves,1.0,100.0,100,COVID-19 Source
6488,2020-04-02 00:00:00,Express Urgent Care,Urgent Care,"Gloves, non-latex (VINYL), Large",SNS,Gloves,2.0,100.0,200,COVID-19 Source
6489,2020-04-02 00:00:00,Express Urgent Care,Urgent Care,"Face Shield, Full Foam Top",SNS,Face Shield,35.0,24.0,840,COVID-19 Source
6503,2020-04-02 00:00:00,Haven Health Group Management,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,N95,105.0,50.0,5250,Good
6504,2020-04-02 00:00:00,Haven Health Group Management,LTCF,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,18.0,30.0,540,Good
6514,2020-04-02 00:00:00,Haven Health Group Management,LTCF,"Gown, Surgical, Sterile, Large",SNS,Gowns,2.0,30.0,60,Good
6515,2020-04-02 00:00:00,Haven Health Group Management,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,3.0,30.0,90,Good
6516,2020-04-02 00:00:00,Haven Health Group Management,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,4.0,18.0,72,Good
6517,2020-04-02 00:00:00,Haven Health Group Management,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,1.0,100.0,100,Good
6518,2020-04-02 00:00:00,Haven Health Group Management,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,2.0,100.0,200,Good
6519,2020-04-02 00:00:00,Haven Health Group Management,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,2.0,100.0,200,Good
6521,2020-04-02 00:00:00,Haven Health Group Management,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,1.0,100.0,100,Good
6522,2020-04-02 00:00:00,Haven Health Group Management,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,1.0,100.0,100,Good
6524,2020-04-02 00:00:00,Haven Health Group Management,LTCF,"Gloves, non-latex (VINYL), Medium",SNS,Gloves,1.0,100.0,100,Good
6525,2020-04-02 00:00:00,Haven Health Group Management,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,1.0,100.0,100,Good
6526,2020-04-02 00:00:00,Haven Health Group Management,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,11.0,24.0,264,Good
6571,2020-04-02 00:00:00,Maricopa County Human Services Dept.,County,Digital Thermometer [155912],Maricopa,,10.0,1.0,10,Good
6572,2020-04-02 00:00:00,Maricopa County Human Services Dept.,County,Oral Sheaths for Digital Thermometer [18-D50],Maricopa,,6.0,50.0,300,Good
6573,2020-04-02 00:00:00,Maricopa County Human Services Dept.,County,Digital Thermometer [16-413BGM],Maricopa,,12.0,1.0,12,Good
6577,2020-04-02 00:00:00,Phoenix Fire Resource Management,EMS,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,N95,321.0,50.0,16050,"Wrong Qty from Dircks, double check that's what was meant"
6578,2020-04-02 00:00:00,Phoenix Fire Resource Management,EMS,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,42.0,30.0,1260,"Wrong Qty from Dircks, double check that's what was meant"
6582,2020-04-02 00:00:00,Phoenix Fire Resource Management,EMS,"Masks, N95, Med/Large",SNS,N95,287.0,20.0,5740,"Wrong Qty from Dircks, double check that's what was meant"
6588,2020-04-02 00:00:00,Phoenix Fire Resource Management,EMS,"Gown, Surgical, Sterile, Large",SNS,Gowns,34.0,30.0,1020,"Wrong Qty from Dircks, double check that's what was meant"
6589,2020-04-02 00:00:00,Phoenix Fire Resource Management,EMS,"Gown, Surgical, Sterile, XL",SNS,Gowns,34.0,30.0,1020,"Wrong Qty from Dircks, double check that's what was meant"
6590,2020-04-02 00:00:00,Phoenix Fire Resource Management,EMS,"Gown, Surgical, Sterile, XXL",SNS,Gowns,34.0,18.0,612,"Wrong Qty from Dircks, double check that's what was meant"
6591,2020-04-02 00:00:00,Phoenix Fire Resource Management,EMS,"Gloves, (LATEX), Small",SNS,Gloves,33.0,100.0,3300,"Wrong Qty from Dircks, double check that's what was meant"
6592,2020-04-02 00:00:00,Phoenix Fire Resource Management,EMS,"Gloves, (LATEX), Medium",SNS,Gloves,43.0,100.0,4300,"Wrong Qty from Dircks, double check that's what was meant"
6593,2020-04-02 00:00:00,Phoenix Fire Resource Management,EMS,"Gloves, (LATEX), Large",SNS,Gloves,23.0,100.0,2300,"Wrong Qty from Dircks, double check that's what was meant"
6594,2020-04-02 00:00:00,Phoenix Fire Resource Management,EMS,"Gloves, (NITRILE), Small",SNS,Gloves,18.0,100.0,1800,"Wrong Qty from Dircks, double check that's what was meant"
6595,2020-04-02 00:00:00,Phoenix Fire Resource Management,EMS,"Gloves, (NITRILE), Medium",SNS,Gloves,28.0,100.0,2800,"Wrong Qty from Dircks, double check that's what was meant"
6596,2020-04-02 00:00:00,Phoenix Fire Resource Management,EMS,"Gloves, (NITRILE), Large",SNS,Gloves,33.0,100.0,3300,"Wrong Qty from Dircks, double check that's what was meant"
6598,2020-04-02 00:00:00,Phoenix Fire Resource Management,EMS,"Gloves, non-latex (VINYL), Medium",SNS,Gloves,5.0,100.0,500,"Wrong Qty from Dircks, double check that's what was meant"
6599,2020-04-02 00:00:00,Phoenix Fire Resource Management,EMS,"Gloves, non-latex (VINYL), Large",SNS,Gloves,15.0,100.0,1500,"Wrong Qty from Dircks, double check that's what was meant"
6600,2020-04-02 00:00:00,Phoenix Fire Resource Management,EMS,"Face Shield, Full Foam Top",SNS,Face Shield,67.0,24.0,1608,"Wrong Qty from Dircks, double check that's what was meant"
6614,2020-04-02 00:00:00,Surprise Health and Rehab Center,LTCF,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,N95,20.0,50.0,1000,COVID-19 Source
6618,2020-04-02 00:00:00,Surprise Health and Rehab Center,LTCF,"Masks, N95, Small",SNS,N95,21.0,20.0,420,COVID-19 Source
6619,2020-04-02 00:00:00,Surprise Health and Rehab Center,LTCF,"Masks, N95, Med/Large",SNS,N95,29.0,20.0,580,COVID-19 Source
6626,2020-04-02 00:00:00,Surprise Health and Rehab Center,LTCF,"Gown, Surgical, Sterile, XL",SNS,Gowns,17.0,30.0,510,COVID-19 Source
6627,2020-04-02 00:00:00,Surprise Health and Rehab Center,LTCF,"Gown, Surgical, Sterile, XXL",SNS,Gowns,28.0,18.0,504,COVID-19 Source
6628,2020-04-02 00:00:00,Surprise Health and Rehab Center,LTCF,"Gloves, (LATEX), Small",SNS,Gloves,2.0,100.0,200,COVID-19 Source
6629,2020-04-02 00:00:00,Surprise Health and Rehab Center,LTCF,"Gloves, (LATEX), Medium",SNS,Gloves,2.0,100.0,200,COVID-19 Source
6630,2020-04-02 00:00:00,Surprise Health and Rehab Center,LTCF,"Gloves, (LATEX), Large",SNS,Gloves,2.0,100.0,200,COVID-19 Source
6632,2020-04-02 00:00:00,Surprise Health and Rehab Center,LTCF,"Gloves, (NITRILE), Medium",SNS,Gloves,2.0,100.0,200,COVID-19 Source
6633,2020-04-02 00:00:00,Surprise Health and Rehab Center,LTCF,"Gloves, (NITRILE), Large",SNS,Gloves,1.0,100.0,100,COVID-19 Source
6635,2020-04-02 00:00:00,Surprise Health and Rehab Center,LTCF,"Gloves, non-latex (VINYL), Medium",SNS,Gloves,1.0,100.0,100,COVID-19 Source
6636,2020-04-02 00:00:00,Surprise Health and Rehab Center,LTCF,"Gloves, non-latex (VINYL), Large",SNS,Gloves,1.0,100.0,100,COVID-19 Source
6637,2020-04-02 00:00:00,Surprise Health and Rehab Center,LTCF,"Face Shield, Full Foam Top",SNS,Face Shield,42.0,24.0,1008,COVID-19 Source
6651,2020-04-03 00:00:00,ABS Ambulance,EMS,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,N95,7.0,50.0,350,Good
6652,2020-04-03 00:00:00,ABS Ambulance,EMS,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,1.0,30.0,30,Good
6653,2020-04-03 00:00:00,ABS Ambulance,EMS,"Mask, N95 Particulate Respirator NIOSH [Gerson], One-Size",SNS,N95,15.0,20.0,300,Good
6665,2020-04-03 00:00:00,ABS Ambulance,EMS,"Gloves, (LATEX), Small",SNS,Gloves,1.0,100.0,100,Good
6666,2020-04-03 00:00:00,ABS Ambulance,EMS,"Gloves, (LATEX), Medium",SNS,Gloves,1.0,100.0,100,Good
6667,2020-04-03 00:00:00,ABS Ambulance,EMS,"Gloves, (LATEX), Large",SNS,Gloves,1.0,100.0,100,Good
6669,2020-04-03 00:00:00,ABS Ambulance,EMS,"Gloves, (NITRILE), Medium",SNS,Gloves,1.0,100.0,100,Good
6670,2020-04-03 00:00:00,ABS Ambulance,EMS,"Gloves, (NITRILE), Large",SNS,Gloves,1.0,100.0,100,Good
6671,2020-04-03 00:00:00,ABS Ambulance,EMS,"Gloves, non-latex (VINYL), Small",SNS,Gloves,1.0,100.0,100,Good
6674,2020-04-03 00:00:00,ABS Ambulance,EMS,"Face Shield, Full Foam Top",SNS,Face Shield,1.0,24.0,24,Good
6688,2020-04-03 00:00:00,Air E Vac,EMS,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,N95,7.0,50.0,350,Good
6689,2020-04-03 00:00:00,Air E Vac,EMS,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,1.0,30.0,30,Good
6702,2020-04-03 00:00:00,Air E Vac,EMS,"Gloves, (LATEX), Small",SNS,Gloves,1.0,100.0,100,Good
6703,2020-04-03 00:00:00,Air E Vac,EMS,"Gloves, (LATEX), Medium",SNS,Gloves,1.0,100.0,100,Good
6704,2020-04-03 00:00:00,Air E Vac,EMS,"Gloves, (LATEX), Large",SNS,Gloves,1.0,100.0,100,Good
6705,2020-04-03 00:00:00,Air E Vac,EMS,"Gloves, (NITRILE), Small",SNS,Gloves,1.0,100.0,100,Good
6706,2020-04-03 00:00:00,Air E Vac,EMS,"Gloves, (NITRILE), Medium",SNS,Gloves,1.0,100.0,100,Good
6707,2020-04-03 00:00:00,Air E Vac,EMS,"Gloves, (NITRILE), Large",SNS,Gloves,1.0,100.0,100,Good
6711,2020-04-03 00:00:00,Air E Vac,EMS,"Face Shield, Full Foam Top",SNS,Face Shield,1.0,24.0,24,Good
6725,2020-04-03 00:00:00,Angel Med Flight,EMS,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,N95,7.0,50.0,350,Good
6726,2020-04-03 00:00:00,Angel Med Flight,EMS,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,1.0,30.0,30,Good
6731,2020-04-03 00:00:00,Angel Med Flight,EMS,"Impermeable coverall without integrated hood, Medium",SNS,Alt. Gowns,4.0,1.0,4,Good
6739,2020-04-03 00:00:00,Angel Med Flight,EMS,"Gloves, (LATEX), Small",SNS,Gloves,2.0,100.0,200,Good
6740,2020-04-03 00:00:00,Angel Med Flight,EMS,"Gloves, (LATEX), Medium",SNS,Gloves,2.0,100.0,200,Good
6741,2020-04-03 00:00:00,Angel Med Flight,EMS,"Gloves, (LATEX), Large",SNS,Gloves,2.0,100.0,200,Good
6748,2020-04-03 00:00:00,Angel Med Flight,EMS,"Face Shield, Full Foam Top",SNS,Face Shield,1.0,24.0,24,Good
6762,2020-04-03 00:00:00,AZ Fire and Medical,EMS,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,N95,31.0,50.0,1550,Good
6763,2020-04-03 00:00:00,AZ Fire and Medical,EMS,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,12.0,30.0,360,Good
6773,2020-04-03 00:00:00,AZ Fire and Medical,EMS,"Gown, Surgical, Sterile, Large",SNS,Gowns,2.0,30.0,60,Good
6774,2020-04-03 00:00:00,AZ Fire and Medical,EMS,"Gown, Surgical, Sterile, XL",SNS,Gowns,2.0,30.0,60,Good
6775,2020-04-03 00:00:00,AZ Fire and Medical,EMS,"Gown, Surgical, Sterile, XXL",SNS,Gowns,2.0,18.0,36,Good
6799,2020-04-03 00:00:00,Buckeye Fire,EMS,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,N95,31.0,50.0,1550,Good
6804,2020-04-03 00:00:00,Buckeye Fire,EMS,"Masks, N95, Med/Large",SNS,N95,15.0,20.0,300,Good
6810,2020-04-03 00:00:00,Buckeye Fire,EMS,"Gown, Surgical, Sterile, Large",SNS,Gowns,2.0,30.0,60,Good
6822,2020-04-03 00:00:00,Buckeye Fire,EMS,"Face Shield, Full Foam Top",SNS,Face Shield,1.0,24.0,24,Good
6837,2020-04-03 00:00:00,Buckeye PD,EMS,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,2.0,30.0,60,Good
6841,2020-04-03 00:00:00,Buckeye PD,EMS,"Masks, N95, Med/Large",SNS,N95,15.0,20.0,300,Good
6873,2020-04-03 00:00:00,Buckeye Valley,EMS,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,N95,31.0,50.0,1550,Good
6874,2020-04-03 00:00:00,Buckeye Valley,EMS,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,2.0,30.0,60,Good
6878,2020-04-03 00:00:00,Buckeye Valley,EMS,"Masks, N95, Med/Large",SNS,N95,15.0,20.0,300,Good
6885,2020-04-03 00:00:00,Buckeye Valley,EMS,"Gown, Surgical, Sterile, XL",SNS,Gowns,2.0,30.0,60,Good
6886,2020-04-03 00:00:00,Buckeye Valley,EMS,"Gown, Surgical, Sterile, XXL",SNS,Gowns,2.0,18.0,36,Good
6921,2020-04-03 00:00:00,Avondale Fire and Medical,EMS,"Gown, Surgical, Sterile, Large",SNS,Gowns,2.0,30.0,60,Good
6922,2020-04-03 00:00:00,Avondale Fire and Medical,EMS,"Gown, Surgical, Sterile, XL",SNS,Gowns,2.0,30.0,60,Good
6923,2020-04-03 00:00:00,Avondale Fire and Medical,EMS,"Gown, Surgical, Sterile, XXL",SNS,Gowns,2.0,18.0,36,Good
6933,2020-04-03 00:00:00,Avondale Fire and Medical,EMS,"Face Shield, Full Foam Top",SNS,Face Shield,1.0,24.0,24,Good
6947,2020-04-03 00:00:00,Daisy Medical,EMS,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,N95,31.0,50.0,1550,Good
6953,2020-04-03 00:00:00,Daisy Medical,EMS,"Impermeable coverall without integrated hood, Medium",SNS,Alt. Gowns,54.0,1.0,54,"2 case, 4 box.. Amnt?"
6954,2020-04-03 00:00:00,Daisy Medical,EMS,"Impermeable coverall without integrated hood, Large",SNS,Alt. Gowns,54.0,1.0,54,"2 case, 4 box.. Amnt?"
6959,2020-04-03 00:00:00,Daisy Medical,EMS,"Gown, Surgical, Sterile, XL",SNS,Gowns,2.0,30.0,60,Good
6985,2020-04-03 00:00:00,Fountain Hills Fire Dept.,EMS,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,2.0,30.0,60,Good
6989,2020-04-03 00:00:00,Fountain Hills Fire Dept.,EMS,"Masks, N95, Med/Large",SNS,N95,15.0,20.0,300,Good
6996,2020-04-03 00:00:00,Fountain Hills Fire Dept.,EMS,"Gown, Surgical, Sterile, XL",SNS,Gowns,2.0,30.0,60,Good
6997,2020-04-03 00:00:00,Fountain Hills Fire Dept.,EMS,"Gown, Surgical, Sterile, XXL",SNS,Gowns,2.0,18.0,36,Good
7007,2020-04-03 00:00:00,Fountain Hills Fire Dept.,EMS,"Face Shield, Full Foam Top",SNS,Face Shield,1.0,24.0,24,Good
7022,2020-04-03 00:00:00,Goodyear Fire,EMS,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,2.0,30.0,60,2 cases or 2 boxes? 
7026,2020-04-03 00:00:00,Goodyear Fire,EMS,"Masks, N95, Med/Large",SNS,N95,15.0,20.0,300,Good
7032,2020-04-03 00:00:00,Goodyear Fire,EMS,"Gown, Surgical, Sterile, Large",SNS,Gowns,2.0,30.0,60,Good
7033,2020-04-03 00:00:00,Goodyear Fire,EMS,"Gown, Surgical, Sterile, XL",SNS,Gowns,2.0,30.0,60,Good
7034,2020-04-03 00:00:00,Goodyear Fire,EMS,"Gown, Surgical, Sterile, XXL",SNS,Gowns,2.0,18.0,36,Good
7059,2020-04-03 00:00:00,Guadalupe Fire,EMS,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,10.0,30.0,300,Good
7063,2020-04-03 00:00:00,Guadalupe Fire,EMS,"Masks, N95, Med/Large",SNS,N95,3.0,20.0,60,Good
7065,2020-04-03 00:00:00,Guadalupe Fire,EMS,"Impermeable coverall without integrated hood, Large",SNS,Alt. Gowns,60.0,1.0,60,Good
7066,2020-04-03 00:00:00,Guadalupe Fire,EMS,"Impermeable coverall without integrated hood, X-Large",SNS,Alt. Gowns,60.0,1.0,60,Good
7067,2020-04-03 00:00:00,Guadalupe Fire,EMS,"Impermeable coverall without integrated hood, 2X-Large",SNS,Alt. Gowns,36.0,1.0,36,Good
7081,2020-04-03 00:00:00,Guadalupe Fire,EMS,"Face Shield, Full Foam Top",SNS,Face Shield,4.0,24.0,96,Good
7095,2020-04-03 00:00:00,Mesa Fire Medical Dept.,EMS,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,N95,31.0,50.0,1550,Good
7096,2020-04-03 00:00:00,Mesa Fire Medical Dept.,EMS,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,2.0,30.0,60,Good
7106,2020-04-03 00:00:00,Mesa Fire Medical Dept.,EMS,"Gown, Surgical, Sterile, Large",SNS,Gowns,4.0,30.0,120,Good
7107,2020-04-03 00:00:00,Mesa Fire Medical Dept.,EMS,"Gown, Surgical, Sterile, XL",SNS,Gowns,4.0,30.0,120,Good
7108,2020-04-03 00:00:00,Mesa Fire Medical Dept.,EMS,"Gown, Surgical, Sterile, XXL",SNS,Gowns,2.0,18.0,36,Good
7118,2020-04-03 00:00:00,Mesa Fire Medical Dept.,EMS,"Face Shield, Full Foam Top",SNS,Face Shield,2.0,24.0,48,Good
7132,2020-04-03 00:00:00,Paradiese Valley PD,EMS,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,N95,7.0,50.0,350,Good
7133,2020-04-03 00:00:00,Paradiese Valley PD,EMS,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,4.0,30.0,120,Good
7149,2020-04-03 00:00:00,Paradiese Valley PD,EMS,"Gloves, (NITRILE), Small",SNS,Gloves,9.0,100.0,900,Good
7150,2020-04-03 00:00:00,Paradiese Valley PD,EMS,"Gloves, (NITRILE), Medium",SNS,Gloves,9.0,100.0,900,Good
7151,2020-04-03 00:00:00,Paradiese Valley PD,EMS,"Gloves, (NITRILE), Large",SNS,Gloves,9.0,100.0,900,Good
7169,2020-04-03 00:00:00,Phoenix Fire Resource Management,EMS,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,N95,7.0,50.0,350,What was given? No written amount
7170,2020-04-03 00:00:00,Phoenix Fire Resource Management,EMS,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,2.0,30.0,60,Good
7174,2020-04-03 00:00:00,Phoenix Fire Resource Management,EMS,"Masks, N95, Med/Large",SNS,N95,14.0,20.0,280,Good
7180,2020-04-03 00:00:00,Phoenix Fire Resource Management,EMS,"Gown, Surgical, Sterile, Large",SNS,Gowns,2.0,30.0,60,Good
7181,2020-04-03 00:00:00,Phoenix Fire Resource Management,EMS,"Gown, Surgical, Sterile, XL",SNS,Gowns,2.0,30.0,60,Good
7182,2020-04-03 00:00:00,Phoenix Fire Resource Management,EMS,"Gown, Surgical, Sterile, XXL",SNS,Gowns,2.0,18.0,36,Good
7183,2020-04-03 00:00:00,Phoenix Fire Resource Management,EMS,"Gloves, (LATEX), Small",SNS,Gloves,6.0,100.0,600,Good
7184,2020-04-03 00:00:00,Phoenix Fire Resource Management,EMS,"Gloves, (LATEX), Medium",SNS,Gloves,8.0,100.0,800,Good
7185,2020-04-03 00:00:00,Phoenix Fire Resource Management,EMS,"Gloves, (LATEX), Large",SNS,Gloves,4.0,100.0,400,Good
7186,2020-04-03 00:00:00,Phoenix Fire Resource Management,EMS,"Gloves, (NITRILE), Small",SNS,Gloves,3.0,100.0,300,Good
7188,2020-04-03 00:00:00,Phoenix Fire Resource Management,EMS,"Gloves, (NITRILE), Large",SNS,Gloves,6.0,100.0,600,Good
7190,2020-04-03 00:00:00,Phoenix Fire Resource Management,EMS,"Gloves, non-latex (VINYL), Medium",SNS,Gloves,1.0,100.0,100,Good
7191,2020-04-03 00:00:00,Phoenix Fire Resource Management,EMS,"Gloves, non-latex (VINYL), Large",SNS,Gloves,3.0,100.0,300,Good
7192,2020-04-03 00:00:00,Phoenix Fire Resource Management,EMS,"Face Shield, Full Foam Top",SNS,Face Shield,4.0,24.0,96,Good
7207,2020-04-03 00:00:00,Scottsdale Fire Dept.,EMS,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,1.0,30.0,30,Good
7209,2020-04-03 00:00:00,Scottsdale Fire Dept.,EMS,"Mask, N95 Particulate Respirator NIOSH [3M 1860], One-Size",SNS,N95,2.0,20.0,40,Was 2 CASES (40) or 60 pieces given?
7218,2020-04-03 00:00:00,Scottsdale Fire Dept.,EMS,"Gown, Surgical, Sterile, XL",SNS,Gowns,2.0,30.0,60,Good
7229,2020-04-03 00:00:00,Scottsdale Fire Dept.,EMS,"Face Shield, Full Foam Top",SNS,Face Shield,1.0,24.0,24,Good
7244,2020-04-03 00:00:00,Sun City Fire Dept.,EMS,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,19.0,30.0,570,Good
7254,2020-04-03 00:00:00,Sun City Fire Dept.,EMS,"Gown, Surgical, Sterile, Large",SNS,Gowns,2.0,30.0,60,Good
7255,2020-04-03 00:00:00,Sun City Fire Dept.,EMS,"Gown, Surgical, Sterile, XL",SNS,Gowns,2.0,30.0,60,Good
7256,2020-04-03 00:00:00,Sun City Fire Dept.,EMS,"Gown, Surgical, Sterile, XXL",SNS,Gowns,2.0,18.0,36,Good
7266,2020-04-03 00:00:00,Sun City Fire Dept.,EMS,"Face Shield, Full Foam Top",SNS,Face Shield,1.0,24.0,24,Good
7280,2020-04-03 00:00:00,Tempe Fire Dept.,EMS,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,N95,31.0,50.0,1550,Good
7281,2020-04-03 00:00:00,Tempe Fire Dept.,EMS,"Mask, N95 Particulate Respirator NIOSH [3M 8000], Med/Lg",SNS,N95,2.0,30.0,60,Good
7285,2020-04-03 00:00:00,Tempe Fire Dept.,EMS,"Masks, N95, Med/Large",SNS,N95,15.0,20.0,300,Good
7291,2020-04-03 00:00:00,Tempe Fire Dept.,EMS,"Gown, Surgical, Sterile, Large",SNS,Gowns,2.0,30.0,60,Good
7293,2020-04-03 00:00:00,Tempe Fire Dept.,EMS,"Gown, Surgical, Sterile, XXL",SNS,Gowns,2.0,18.0,36,Good
7303,2020-04-03 00:00:00,Tempe Fire Dept.,EMS,"Face Shield, Full Foam Top",SNS,Face Shield,4.0,24.0,96,Good
7328,2020-04-04 00:00:00,El Mirage Fire Dept.,EMS,"Gown, Surgical, Sterile, Large",SNS,Gowns,2.0,30.0,60,Good
7330,2020-04-04 00:00:00,El Mirage Fire Dept.,EMS,"Gown, Surgical, Sterile, XXL",SNS,Gowns,2.0,18.0,36,Good
7340,2020-04-04 00:00:00,El Mirage Fire Dept.,EMS,"Face Shield, Full Foam Top",SNS,Face Shield,4.0,24.0,96,Good
7354,2020-04-04 00:00:00,El Mirage PD,EMS,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,N95,31.0,50.0,1550,Good
