,Delivered Date,Facility Name,Facility Type,Item Description,Product Source,Type,Units,QTY Per UOM,Total Amount,week_of_year
6656,2020-04-07,Christian Health,Ltcf,"Masks, N95, Med/Large",SNS,n95,17.0,20.0,340,14
6662,2020-04-07,Christian Health,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,14
6663,2020-04-07,Christian Health,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,2.0,30.0,60,14
6664,2020-04-07,Christian Health,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,2.0,18.0,36,14
6665,2020-04-07,Christian Health,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,1.0,100.0,100,14
6666,2020-04-07,Christian Health,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,1.0,100.0,100,14
6667,2020-04-07,Christian Health,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,1.0,100.0,100,14
6668,2020-04-07,Christian Health,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,1.0,100.0,100,14
6669,2020-04-07,Christian Health,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,1.0,100.0,100,14
6673,2020-04-07,Christian Health,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,14
6674,2020-04-07,Christian Health,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,7.0,24.0,168,14
6688,2020-04-07,Desert Winds Assisted Living,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,18.0,50.0,900,14
6692,2020-04-07,Desert Winds Assisted Living,Ltcf,"Masks, N95, Small",SNS,n95,1.0,20.0,20,14
6693,2020-04-07,Desert Winds Assisted Living,Ltcf,"Masks, N95, Med/Large",SNS,n95,17.0,20.0,340,14
6699,2020-04-07,Desert Winds Assisted Living,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,14
6700,2020-04-07,Desert Winds Assisted Living,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,2.0,30.0,60,14
6701,2020-04-07,Desert Winds Assisted Living,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,2.0,18.0,36,14
6702,2020-04-07,Desert Winds Assisted Living,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,1.0,100.0,100,14
6703,2020-04-07,Desert Winds Assisted Living,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,1.0,100.0,100,14
6704,2020-04-07,Desert Winds Assisted Living,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,1.0,100.0,100,14
6705,2020-04-07,Desert Winds Assisted Living,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,1.0,100.0,100,14
6706,2020-04-07,Desert Winds Assisted Living,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,1.0,100.0,100,14
6710,2020-04-07,Desert Winds Assisted Living,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,14
6711,2020-04-07,Desert Winds Assisted Living,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,7.0,24.0,168,14
6725,2020-04-07,North Chandler Assisted Living,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,18.0,50.0,900,14
6729,2020-04-07,North Chandler Assisted Living,Ltcf,"Masks, N95, Small",SNS,n95,1.0,20.0,20,14
6730,2020-04-07,North Chandler Assisted Living,Ltcf,"Masks, N95, Med/Large",SNS,n95,17.0,20.0,340,14
6736,2020-04-07,North Chandler Assisted Living,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,14
6737,2020-04-07,North Chandler Assisted Living,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,2.0,30.0,60,14
6738,2020-04-07,North Chandler Assisted Living,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,2.0,18.0,36,14
6739,2020-04-07,North Chandler Assisted Living,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,1.0,100.0,100,14
6740,2020-04-07,North Chandler Assisted Living,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,1.0,100.0,100,14
6741,2020-04-07,North Chandler Assisted Living,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,1.0,100.0,100,14
6742,2020-04-07,North Chandler Assisted Living,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,1.0,100.0,100,14
6743,2020-04-07,North Chandler Assisted Living,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,1.0,100.0,100,14
6747,2020-04-07,North Chandler Assisted Living,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,14
6748,2020-04-07,North Chandler Assisted Living,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,7.0,24.0,168,14
6763,2020-04-07,Solace Hospice,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,18.0,50.0,900,14
6767,2020-04-07,Solace Hospice,Ltcf,"Masks, N95, Small",SNS,n95,1.0,20.0,20,14
6768,2020-04-07,Solace Hospice,Ltcf,"Masks, N95, Med/Large",SNS,n95,17.0,20.0,340,14
6774,2020-04-07,Solace Hospice,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,14
6775,2020-04-07,Solace Hospice,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,2.0,30.0,60,14
6776,2020-04-07,Solace Hospice,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,2.0,18.0,36,14
6777,2020-04-07,Solace Hospice,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,1.0,100.0,100,14
6778,2020-04-07,Solace Hospice,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,1.0,100.0,100,14
6779,2020-04-07,Solace Hospice,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,1.0,100.0,100,14
6780,2020-04-07,Solace Hospice,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,1.0,100.0,100,14
6781,2020-04-07,Solace Hospice,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,1.0,100.0,100,14
6785,2020-04-07,Solace Hospice,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,14
6786,2020-04-07,Solace Hospice,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,7.0,24.0,168,14
6801,2020-04-08,Lake Pleasant Rehab,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,20.0,50.0,1000,14
6805,2020-04-08,Lake Pleasant Rehab,Ltcf,"Masks, N95, Small",SNS,n95,3.0,20.0,60,14
6806,2020-04-08,Lake Pleasant Rehab,Ltcf,"Masks, N95, Med/Large",SNS,n95,8.0,20.0,160,14
6812,2020-04-08,Lake Pleasant Rehab,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,7.0,30.0,210,14
6813,2020-04-08,Lake Pleasant Rehab,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,7.0,30.0,210,14
6814,2020-04-08,Lake Pleasant Rehab,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,6.0,18.0,108,14
6815,2020-04-08,Lake Pleasant Rehab,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,2.0,100.0,200,14
6816,2020-04-08,Lake Pleasant Rehab,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,2.0,100.0,200,14
6817,2020-04-08,Lake Pleasant Rehab,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,2.0,100.0,200,14
6818,2020-04-08,Lake Pleasant Rehab,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,2.0,100.0,200,14
6819,2020-04-08,Lake Pleasant Rehab,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,2.0,100.0,200,14
6820,2020-04-08,Lake Pleasant Rehab,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,2.0,100.0,200,14
6822,2020-04-08,Lake Pleasant Rehab,Ltcf,"Gloves, non-latex (VINYL), Medium",SNS,gloves,1.0,100.0,100,14
6823,2020-04-08,Lake Pleasant Rehab,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,14
6824,2020-04-08,Lake Pleasant Rehab,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,5.0,24.0,120,14
6838,2020-04-08,Montecito Senior Living,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,18.0,50.0,900,14
6842,2020-04-08,Montecito Senior Living,Ltcf,"Masks, N95, Small",SNS,n95,1.0,20.0,20,14
6843,2020-04-08,Montecito Senior Living,Ltcf,"Masks, N95, Med/Large",SNS,n95,17.0,20.0,340,14
6849,2020-04-08,Montecito Senior Living,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,14
6850,2020-04-08,Montecito Senior Living,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,2.0,30.0,60,14
6851,2020-04-08,Montecito Senior Living,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,2.0,18.0,36,14
6852,2020-04-08,Montecito Senior Living,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,1.0,100.0,100,14
6853,2020-04-08,Montecito Senior Living,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,1.0,100.0,100,14
6854,2020-04-08,Montecito Senior Living,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,1.0,100.0,100,14
6855,2020-04-08,Montecito Senior Living,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,1.0,100.0,100,14
6856,2020-04-08,Montecito Senior Living,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,1.0,100.0,100,14
6860,2020-04-08,Montecito Senior Living,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,14
6861,2020-04-08,Montecito Senior Living,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,7.0,24.0,168,14
6875,2020-04-08,Palos Verde Senior Living,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,18.0,50.0,900,14
6879,2020-04-08,Palos Verde Senior Living,Ltcf,"Masks, N95, Small",SNS,n95,1.0,20.0,20,14
6880,2020-04-08,Palos Verde Senior Living,Ltcf,"Masks, N95, Med/Large",SNS,n95,17.0,20.0,340,14
6886,2020-04-08,Palos Verde Senior Living,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,14
6887,2020-04-08,Palos Verde Senior Living,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,2.0,30.0,60,14
6888,2020-04-08,Palos Verde Senior Living,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,2.0,18.0,36,14
6889,2020-04-08,Palos Verde Senior Living,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,1.0,100.0,100,14
6890,2020-04-08,Palos Verde Senior Living,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,1.0,100.0,100,14
6891,2020-04-08,Palos Verde Senior Living,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,1.0,100.0,100,14
6892,2020-04-08,Palos Verde Senior Living,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,1.0,100.0,100,14
6893,2020-04-08,Palos Verde Senior Living,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,1.0,100.0,100,14
6897,2020-04-08,Palos Verde Senior Living,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,14
6898,2020-04-08,Palos Verde Senior Living,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,7.0,24.0,168,14
6912,2020-04-08,The Groves,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,18.0,50.0,900,14
6916,2020-04-08,The Groves,Ltcf,"Masks, N95, Small",SNS,n95,1.0,20.0,20,14
6917,2020-04-08,The Groves,Ltcf,"Masks, N95, Med/Large",SNS,n95,17.0,20.0,340,14
6923,2020-04-08,The Groves,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,14
6924,2020-04-08,The Groves,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,2.0,30.0,60,14
6925,2020-04-08,The Groves,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,2.0,18.0,36,14
6926,2020-04-08,The Groves,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,1.0,100.0,100,14
6927,2020-04-08,The Groves,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,1.0,100.0,100,14
6928,2020-04-08,The Groves,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,1.0,100.0,100,14
6929,2020-04-08,The Groves,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,1.0,100.0,100,14
6930,2020-04-08,The Groves,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,1.0,100.0,100,14
6934,2020-04-08,The Groves,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,14
6935,2020-04-08,The Groves,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,7.0,24.0,168,14
6949,2020-04-09,Acoya Mesa,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,10.0,50.0,500,14
6953,2020-04-09,Acoya Mesa,Ltcf,"Masks, N95, Small",SNS,n95,2.0,20.0,40,14
6954,2020-04-09,Acoya Mesa,Ltcf,"Masks, N95, Med/Large",SNS,n95,2.0,20.0,40,14
6960,2020-04-09,Acoya Mesa,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,6.0,30.0,180,14
6961,2020-04-09,Acoya Mesa,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,7.0,30.0,210,14
6962,2020-04-09,Acoya Mesa,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,6.0,18.0,108,14
6963,2020-04-09,Acoya Mesa,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,1.0,100.0,100,14
6964,2020-04-09,Acoya Mesa,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,2.0,100.0,200,14
6965,2020-04-09,Acoya Mesa,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,1.0,100.0,100,14
6966,2020-04-09,Acoya Mesa,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,1.0,100.0,100,14
6967,2020-04-09,Acoya Mesa,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,1.0,100.0,100,14
6968,2020-04-09,Acoya Mesa,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,2.0,100.0,200,14
6970,2020-04-09,Acoya Mesa,Ltcf,"Gloves, non-latex (VINYL), Medium",SNS,gloves,1.0,100.0,100,14
6971,2020-04-09,Acoya Mesa,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,14
6972,2020-04-09,Acoya Mesa,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,14
6987,2020-04-09,Correctional Health,County,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,277.0,50.0,13850,14
6991,2020-04-09,Correctional Health,County,"Masks, N95, Small",SNS,n95,4.0,20.0,80,14
6992,2020-04-09,Correctional Health,County,"Masks, N95, Med/Large",SNS,n95,68.0,20.0,1360,14
6998,2020-04-09,Correctional Health,County,"Gown, Surgical, Sterile, Large",SNS,gowns,31.0,30.0,930,14
6999,2020-04-09,Correctional Health,County,"Gown, Surgical, Sterile, XL",SNS,gowns,35.0,30.0,1050,14
7000,2020-04-09,Correctional Health,County,"Gown, Surgical, Sterile, XXL",SNS,gowns,21.0,18.0,378,14
7001,2020-04-09,Correctional Health,County,"Gloves, (LATEX), Small",SNS,gloves,83.0,100.0,8300,14
7002,2020-04-09,Correctional Health,County,"Gloves, (LATEX), Medium",SNS,gloves,84.0,100.0,8400,14
7003,2020-04-09,Correctional Health,County,"Gloves, (LATEX), Large",SNS,gloves,50.0,100.0,5000,14
7004,2020-04-09,Correctional Health,County,"Gloves, (NITRILE), Small",SNS,gloves,60.0,100.0,6000,14
7005,2020-04-09,Correctional Health,County,"Gloves, (NITRILE), Medium",SNS,gloves,71.0,100.0,7100,14
7006,2020-04-09,Correctional Health,County,"Gloves, (NITRILE), Large",SNS,gloves,70.0,100.0,7000,14
7008,2020-04-09,Correctional Health,County,"Gloves, non-latex (VINYL), Medium",SNS,gloves,1.0,100.0,100,14
7009,2020-04-09,Correctional Health,County,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,14
7010,2020-04-09,Correctional Health,County,"Face Shield, Full Foam Top",SNS,face shield,56.0,24.0,1344,14
7029,2020-04-09,Honor Health,Acute,"Masks, N95, Small",SNS,n95,5.0,20.0,100,14
7030,2020-04-09,Honor Health,Acute,"Masks, N95, Med/Large",SNS,n95,45.0,20.0,900,14
7063,2020-04-10,Aztec Health Care,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,20.0,50.0,1000,14
7068,2020-04-10,Aztec Health Care,Ltcf,"Masks, N95, Med/Large",SNS,n95,13.0,20.0,260,14
7074,2020-04-10,Aztec Health Care,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,14
7077,2020-04-10,Aztec Health Care,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,2.0,100.0,200,14
7078,2020-04-10,Aztec Health Care,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,2.0,100.0,200,14
7079,2020-04-10,Aztec Health Care,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,2.0,100.0,200,14
7084,2020-04-10,Aztec Health Care,Ltcf,"Gloves, non-latex (VINYL), Medium",SNS,gloves,2.0,100.0,200,14
7085,2020-04-10,Aztec Health Care,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,2.0,100.0,200,14
7086,2020-04-10,Aztec Health Care,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,2.0,24.0,48,14
7100,2020-04-10,Courtyard Towers,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,20.0,50.0,1000,14
7105,2020-04-10,Courtyard Towers,Ltcf,"Masks, N95, Med/Large",SNS,n95,13.0,20.0,260,14
7111,2020-04-10,Courtyard Towers,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,14
7114,2020-04-10,Courtyard Towers,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,2.0,100.0,200,14
7115,2020-04-10,Courtyard Towers,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,2.0,100.0,200,14
7116,2020-04-10,Courtyard Towers,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,2.0,100.0,200,14
7121,2020-04-10,Courtyard Towers,Ltcf,"Gloves, non-latex (VINYL), Medium",SNS,gloves,2.0,100.0,200,14
7122,2020-04-10,Courtyard Towers,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,2.0,100.0,200,14
7123,2020-04-10,Courtyard Towers,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,2.0,24.0,48,14
7137,2020-04-10,Desert Blossom,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,52.0,50.0,2600,14
7142,2020-04-10,Desert Blossom,Ltcf,"Masks, N95, Med/Large",SNS,n95,53.0,20.0,1060,14
7148,2020-04-10,Desert Blossom,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,7.0,30.0,210,14
7149,2020-04-10,Desert Blossom,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,6.0,30.0,180,14
7151,2020-04-10,Desert Blossom,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,5.0,100.0,500,14
7155,2020-04-10,Desert Blossom,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,3.0,100.0,300,14
7159,2020-04-10,Desert Blossom,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,3.0,100.0,300,14
7160,2020-04-10,Desert Blossom,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,8.0,24.0,192,14
7179,2020-04-10,Desert Sky,Ltcf,"Masks, N95, Med/Large",SNS,n95,5.0,20.0,100,14
7185,2020-04-10,Desert Sky,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,4.0,30.0,120,14
7186,2020-04-10,Desert Sky,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,4.0,30.0,120,14
7197,2020-04-10,Desert Sky,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,14
7211,2020-04-10,Desert Winds Assisted Living,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,5.0,50.0,250,14
7215,2020-04-10,Desert Winds Assisted Living,Ltcf,"Masks, N95, Small",SNS,n95,5.0,20.0,100,14
7216,2020-04-10,Desert Winds Assisted Living,Ltcf,"Masks, N95, Med/Large",SNS,n95,10.0,20.0,200,14
7229,2020-04-10,Desert Winds Assisted Living,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,1.0,100.0,100,14
7230,2020-04-10,Desert Winds Assisted Living,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,1.0,100.0,100,14
7234,2020-04-10,Desert Winds Assisted Living,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,14
7248,2020-04-10,Ensign Citadel,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,10.0,50.0,500,14
7259,2020-04-10,Ensign Citadel,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,4.0,30.0,120,14
7260,2020-04-10,Ensign Citadel,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,4.0,30.0,120,14
7261,2020-04-10,Ensign Citadel,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,7.0,18.0,126,14
7285,2020-04-10,Fellowship Square,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,1.0,50.0,50,14
7291,2020-04-10,Fellowship Square,Ltcf,"Impermeable coverall without integrated hood, Medium",SNS,alt. gowns,60.0,1.0,60,14
7296,2020-04-10,Fellowship Square,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,90.0,30.0,2700,14
7297,2020-04-10,Fellowship Square,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,30.0,30.0,900,14
7308,2020-04-10,Fellowship Square,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,2.0,24.0,48,14
7322,2020-04-10,Glynnis Place,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,1.0,50.0,50,14
7327,2020-04-10,Glynnis Place,Ltcf,"Masks, N95, Med/Large",SNS,n95,1.0,20.0,20,14
7334,2020-04-10,Glynnis Place,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,1.0,30.0,30,14
7341,2020-04-10,Glynnis Place,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,1.0,100.0,100,14
7345,2020-04-10,Glynnis Place,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,14
7359,2020-04-10,Mi Casa,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,30.0,50.0,1500,14
7364,2020-04-10,Mi Casa,Ltcf,"Masks, N95, Med/Large",SNS,n95,8.0,20.0,160,14
7370,2020-04-10,Mi Casa,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,8.0,30.0,240,14
7371,2020-04-10,Mi Casa,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,8.0,30.0,240,14
7382,2020-04-10,Mi Casa,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,2.0,24.0,48,14
7396,2020-04-10,Mission Palms,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,20.0,50.0,1000,14
7401,2020-04-10,Mission Palms,Ltcf,"Masks, N95, Med/Large",SNS,n95,13.0,20.0,260,14
7407,2020-04-10,Mission Palms,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,30.0,30.0,900,14
7408,2020-04-10,Mission Palms,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,30.0,30.0,900,14
7419,2020-04-10,Mission Palms,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,8.0,24.0,192,14
7433,2020-04-10,Olive Grove,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,10.0,50.0,500,14
7438,2020-04-10,Olive Grove,Ltcf,"Masks, N95, Med/Large",SNS,n95,10.0,20.0,200,14
7444,2020-04-10,Olive Grove,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,4.0,30.0,120,14
7445,2020-04-10,Olive Grove,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,4.0,30.0,120,14
7446,2020-04-10,Olive Grove,Ltcf,"Gown, Surgical, Sterile, XXL",SNS,gowns,7.0,18.0,126,14
7447,2020-04-10,Olive Grove,Ltcf,"Gloves, (LATEX), Small",SNS,gloves,2.0,100.0,200,14
7448,2020-04-10,Olive Grove,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,2.0,100.0,200,14
7449,2020-04-10,Olive Grove,Ltcf,"Gloves, (LATEX), Large",SNS,gloves,2.0,100.0,200,14
7450,2020-04-10,Olive Grove,Ltcf,"Gloves, (NITRILE), Small",SNS,gloves,22.0,100.0,2200,14
7451,2020-04-10,Olive Grove,Ltcf,"Gloves, (NITRILE), Medium",SNS,gloves,2.0,100.0,200,14
7452,2020-04-10,Olive Grove,Ltcf,"Gloves, (NITRILE), Large",SNS,gloves,2.0,100.0,200,14
7454,2020-04-10,Olive Grove,Ltcf,"Gloves, non-latex (VINYL), Medium",SNS,gloves,2.0,100.0,200,14
7455,2020-04-10,Olive Grove,Ltcf,"Gloves, non-latex (VINYL), Large",SNS,gloves,1.0,100.0,100,14
7456,2020-04-10,Olive Grove,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,2.0,24.0,48,14
7470,2020-04-10,Pennington Gardens,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,18.0,50.0,900,14
7475,2020-04-10,Pennington Gardens,Ltcf,"Masks, N95, Med/Large",SNS,n95,3.0,20.0,60,14
7481,2020-04-10,Pennington Gardens,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,2.0,30.0,60,14
7482,2020-04-10,Pennington Gardens,Ltcf,"Gown, Surgical, Sterile, XL",SNS,gowns,2.0,30.0,60,14
7491,2020-04-10,Pennington Gardens,Ltcf,"Gloves, non-latex (VINYL), Medium",SNS,gloves,1.0,100.0,100,14
7493,2020-04-10,Pennington Gardens,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,2.0,24.0,48,14
7507,2020-04-10,R and D Adult Care,Ltcf,"Mask, Standard Procedure, Yellow [Kimberly-Clark], One-Size",SNS,surgical mask,1.0,50.0,50,14
7512,2020-04-10,R and D Adult Care,Ltcf,"Masks, N95, Med/Large",SNS,n95,2.0,20.0,40,14
7518,2020-04-10,R and D Adult Care,Ltcf,"Gown, Surgical, Sterile, Large",SNS,gowns,1.0,30.0,30,14
7522,2020-04-10,R and D Adult Care,Ltcf,"Gloves, (LATEX), Medium",SNS,gloves,1.0,100.0,100,14
7530,2020-04-10,R and D Adult Care,Ltcf,"Face Shield, Full Foam Top",SNS,face shield,1.0,24.0,24,14
